DrugBank_ID,Protein_UID,Action,Gene_Name
DB01110,P33261,inhibitor,CYP2C19
DB01110,P11509,inhibitor,CYP2A6
DB01110,P05181,inhibitor,CYP2E1
DB01110,P08684,inhibitor,CYP3A4
DB01110,P20813,inhibitor,CYP2B6
DB01110,P10635,inhibitor,CYP2D6
DB01110,P10632,inhibitor,CYP2C8
DB01110,P15538,inhibitor,CYP11B1
DB01110,Q16850,inhibitor,CYP51A1
DB01110,P11511,inhibitor,CYP19A1
DB01111,P0AC13,binder,folP
DB01112,Q8XJ01,inhibitor,pbpA
DB01113,Q08499,inhibitor,PDE4D
DB01113,O76074,inhibitor,PDE5A
DB01113,Q07343,inhibitor,PDE4B
DB01113,Q9Y233,inhibitor,PDE10A
DB01113,Q08499,inhibitor,PDE4D
DB01114,P35367,antagonist,HRH1
DB01114,P31645,inhibitor,SLC6A4
DB01114,P23975,inhibitor,SLC6A2
DB01114,Q01959,inhibitor,SLC6A3
DB01114,P08684,substrate,CYP3A4
DB01114,P10635,substrate,CYP2D6
DB01114,P10635,inhibitor,CYP2D6
DB01114,P20815,substrate,CYP3A5
DB01114,P24462,substrate,CYP3A7
DB01115,Q13936,inhibitor,CACNA1C
DB01115,Q01668,inhibitor,CACNA1D
DB01115,Q08289,inhibitor,CACNB2
DB01115,O75469,agonist,NR1I2
DB01115,Q13698,inhibitor,CACNA1S
DB01115,Q9UK17,inhibitor,KCND3
DB01115,O43497,inhibitor,CACNA1G
DB01115,P0DP23,inhibitor,CALM1
DB01115,P08684,substrate,CYP3A4
DB01115,P08684,inhibitor,CYP3A4
DB01115,P08684,inducer,CYP3A4
DB01115,P10635,inhibitor,CYP2D6
DB01115,P05177,substrate,CYP1A2
DB01115,P05177,inhibitor,CYP1A2
DB01115,P11509,substrate,CYP2A6
DB01115,P10632,inhibitor,CYP2C8
DB01115,P04798,inhibitor,CYP1A1
DB01115,P20813,inducer,CYP2B6
DB01115,P05181,inhibitor,CYP2E1
DB01115,P11712,inhibitor,CYP2C9
DB01115,P11712,inducer,CYP2C9
DB01115,P20815,substrate,CYP3A5
DB01116,P43681,antagonist,CHRNA4
DB01116,Q9GZZ6,antagonist,CHRNA10
DB01116,P06276,substrate,BCHE
DB01117,Q02768,inhibitor,MT-CYB
DB01117,Q08210,inhibitor,
DB01117,Q02127,inhibitor,DHODH
DB01117,P11712,inhibitor,CYP2C9
DB01117,P08684,substrate,CYP3A4
DB01118,Q12809,inhibitor,KCNH2
DB01118,P08588,inhibitor,ADRB1
DB01118,P08588,downregulator,ADRB1
DB01118,Q9P0X4,inhibitor,CACNA1I
DB01118,Q13936,inhibitor,CACNA1C
DB01118,P10827,antagonist,THRA
DB01118,P10827,binder,THRA
DB01118,P37231,agonist,PPARG
DB01118,Q07869,agonist,PPARA
DB01118,Q86YN6,agonist,PPARGC1B
DB01118,P08684,substrate,CYP3A4
DB01118,P08684,inhibitor,CYP3A4
DB01118,P10632,substrate,CYP2C8
DB01118,P10635,inhibitor,CYP2D6
DB01118,P11712,inhibitor,CYP2C9
DB01118,P05177,inhibitor,CYP1A2
DB01118,P33261,substrate,CYP2C19
DB01118,P33261,inhibitor,CYP2C19
DB01118,P04798,substrate,CYP1A1
DB01118,P11509,inhibitor,CYP2A6
DB01118,P51589,inhibitor,CYP2J2
DB01119,Q14654,inducer,KCNJ11
DB01119,P25705,inhibitor,ATP5F1A
DB01120,Q09428,binder,ABCC8
DB01120,P15692,other/unknown,VEGFA
DB01120,P11712,substrate,CYP2C9
DB01120,P33261,substrate,CYP2C19
DB01121,P35498,inhibitor,SCN1A
DB01122,P22303,inhibitor,ACHE
DB01122,P06276,inhibitor,BCHE
DB01124,O60706,blocker,ABCC9
DB01124,Q09428,inhibitor,ABCC8
DB01124,P48048,inhibitor,KCNJ1
DB01124,P11712,substrate,CYP2C9
DB01124,P10632,substrate,CYP2C8
DB01124,P10632,inhibitor,CYP2C8
DB01124,P33261,substrate,CYP2C19
DB01124,P33260,substrate,CYP2C18
DB01126,P18405,inhibitor,SRD5A1
DB01126,Q9H8P0,inhibitor,SRD5A3
DB01126,P31213,inhibitor,SRD5A2
DB01126,P20815,substrate,CYP3A5
DB01127,P10613,antagonist,ERG11
DB01127,O75469,partial agonist,NR1I2
DB01127,P11511,inhibitor,CYP19A1
DB01127,P05181,inhibitor,CYP2E1
DB01127,P08684,inhibitor,CYP3A4
DB01128,P10275,antagonist,AR
DB01128,P33261,inhibitor,CYP2C19
DB01128,P11712,inhibitor,CYP2C9
DB01128,P10635,inhibitor,CYP2D6
DB01128,P08684,substrate,CYP3A4
DB01128,P08684,inhibitor,CYP3A4
DB01129,P20648,inhibitor,ATP4A
DB01129,P04798,inducer,CYP1A1
DB01129,P05177,inhibitor,CYP1A2
DB01129,P05177,inducer,CYP1A2
DB01129,P11712,inhibitor,CYP2C9
DB01129,P10635,inhibitor,CYP2D6
DB01129,P10632,inhibitor,CYP2C8
DB01129,P08684,substrate,CYP3A4
DB01129,P08684,inhibitor,CYP3A4
DB01129,P33261,substrate,CYP2C19
DB01129,P33261,inhibitor,CYP2C19
DB01130,P04150,agonist,NR3C1
DB01130,O95718,modulator,ESRRB
DB01130,P62508,modulator,ESRRG
DB01130,P11474,modulator,ESRRA
DB01130,P08684,substrate,CYP3A4
DB01131,P00374,inhibitor,DHFR
DB01131,Q9HBH1,inhibitor,PDF
DB01131,P13922,inhibitor,
DB01131,P11712,substrate,CYP2C9
DB01131,P33261,substrate,CYP2C19
DB01131,P10635,inhibitor,CYP2D6
DB01132,P37231,agonist,PPARG
DB01132,P27338,inhibitor,MAOB
DB01132,P04798,substrate,CYP1A1
DB01132,P10632,substrate,CYP2C8
DB01132,P10632,inhibitor,CYP2C8
DB01132,P08684,substrate,CYP3A4
DB01132,P08684,inducer,CYP3A4
DB01133,Q05209,inhibitor,PTPN12
DB01133,P29350,inhibitor,PTPN6
DB01133,P23469,inhibitor,PTPRE
DB01133,Q93050,inhibitor,ATP6V0A1
DB01135,Q15822,antagonist,CHRNA2
DB01135,P08172,antagonist,CHRM2
DB01135,P06276,substrate,BCHE
DB01136,P08588,antagonist,ADRB1
DB01136,P35348,antagonist,ADRA1A
DB01136,P35348,potentiator,ADRA1A
DB01136,P35348,inhibitor,ADRA1A
DB01136,O95298,inhibitor,NDUFC2
DB01136,P07550,antagonist,ADRB2
DB01136,P15692,other,VEGFA
DB01136,P16860,other,NPPB
DB01136,P17302,other,GJA1
DB01136,Q12809,inhibitor,KCNH2
DB01136,P19320,inhibitor,VCAM1
DB01136,P25100,antagonist,ADRA1D
DB01136,P35368,antagonist,ADRA1B
DB01136,P18825,antagonist,ADRA2C
DB01136,P18089,antagonist,ADRA2B
DB01136,P08913,antagonist,ADRA2A
DB01136,P16581,inhibitor,SELE
DB01136,Q16665,modulator,HIF1A
DB01136,P48050,inhibitor,KCNJ4
DB01136,P63252,inhibitor,KCNJ2
DB01136,P05177,substrate,CYP1A2
DB01136,P08684,substrate,CYP3A4
DB01136,P04798,substrate,CYP1A1
DB01136,P05181,substrate,CYP2E1
DB01136,P22309,substrate,UGT1A1
DB01136,P06133,substrate,UGT2B4
DB01136,P16662,substrate,UGT2B7
DB01136,P11712,substrate,CYP2C9
DB01136,P10635,substrate,CYP2D6
DB01136,P47989,inhibitor,XDH
DB01137,P43700,inhibitor,gyrA
DB01137,P0A0K8,modulator,gyrB
DB01137,P20831,modulator,gyrA
DB01137,P43702,inhibitor,parC
DB01137,P11712,inhibitor,CYP2C9
DB01138,Q96S37,inhibitor,SLC22A12
DB01138,P33527,inhibitor,ABCC1
DB01138,Q92887,inhibitor,ABCC2
DB01138,O75469,activator,NR1I2
DB01138,P11712,inhibitor,CYP2C9
DB01138,P08684,substrate,CYP3A4
DB01138,P08684,inducer,CYP3A4
DB01138,P20813,inducer,CYP2B6
DB01138,P10632,inhibitor,CYP2C8
DB01139,Q8XJ01,inhibitor,pbpA
DB01140,Q75Y35,inhibitor,pbp3
DB01140,Q8DR59,inhibitor,pbpA
DB01140,Q7CRA4,inhibitor,pbp1b
DB01140,P0A3M6,inhibitor,penA
DB01141,A2QLK4,inhibitor,fksA
DB01141,P40989,modulator,GSC2
DB01141,P15289,substrate,ARSA
DB01141,P21964,substrate,COMT
DB01142,P35367,antagonist,HRH1
DB01142,P25021,antagonist,HRH2
DB01142,P23975,inhibitor,SLC6A2
DB01142,P31645,inhibitor,SLC6A4
DB01142,P28223,antagonist,HTR2A
DB01142,P41595,antagonist,HTR2B
DB01142,P28335,antagonist,HTR2C
DB01142,P11229,antagonist,CHRM1
DB01142,P08172,antagonist,CHRM2
DB01142,P20309,antagonist,CHRM3
DB01142,P08173,antagonist,CHRM4
DB01142,P08912,antagonist,CHRM5
DB01142,P35348,antagonist,ADRA1A
DB01142,P35368,antagonist,ADRA1B
DB01142,P25100,antagonist,ADRA1D
DB01142,P08908,antagonist,HTR1A
DB01142,P50406,binder,HTR6
DB01142,Q9H3N8,binder,HRH4
DB01142,Q12809,inhibitor,KCNH2
DB01142,P08684,substrate,CYP3A4
DB01142,P10635,substrate,CYP2D6
DB01142,P10635,inhibitor,CYP2D6
DB01142,P33261,substrate,CYP2C19
DB01142,P11712,substrate,CYP2C9
DB01142,P05177,substrate,CYP1A2
DB01143,P10696,inducer,ALPG
DB01143,P05186,substrate,ALPL
DB01144,P00918,inhibitor,CA2
DB01144,P00915,inhibitor,CA1
DB01144,P22748,inhibitor,CA4
DB01144,P43166,inhibitor,CA7
DB01144,P07451,inhibitor,CA3
DB01147,P0AEB2,inhibitor,dacA
DB01147,P59676,inhibitor,pbpX
DB01147,Q8DR59,inhibitor,pbpA
DB01149,P28223,antagonist,HTR2A
DB01149,P28335,antagonist,HTR2C
DB01149,P31645,inhibitor,SLC6A4
DB01149,P08908,antagonist,HTR1A
DB01149,P23975,inhibitor,SLC6A2
DB01149,Q01959,inhibitor,SLC6A3
DB01149,P35368,other/unknown,ADRA1B
DB01149,P08913,antagonist,ADRA2A
DB01149,P35348,antagonist,ADRA1A
DB01149,Q12809,antagonist,KCNH2
DB01149,P08684,inhibitor,CYP3A4
DB01149,P08684,substrate,CYP3A4
DB01149,P08684,inhibitor,CYP3A4
DB01149,P10635,substrate,CYP2D6
DB01149,P10635,inhibitor,CYP2D6
DB01149,Q14097,inhibitor,CYP2B
DB01150,Q04707,inhibitor,ponA
DB01150,P14677,inhibitor,pbpX
DB01150,P0A3M5,inhibitor,penA
DB01151,P23975,inhibitor,SLC6A2
DB01151,P31645,inhibitor,SLC6A4
DB01151,P28223,antagonist,HTR2A
DB01151,P07550,antagonist,ADRB2
DB01151,P08588,other,ADRB1
DB01151,P17405,inhibitor,SMPD1
DB01151,P35367,antagonist,HRH1
DB01151,P35348,antagonist,ADRA1A
DB01151,P11229,antagonist,CHRM1
DB01151,P08172,antagonist,CHRM2
DB01151,P20309,antagonist,CHRM3
DB01151,P08173,antagonist,CHRM4
DB01151,P08912,antagonist,CHRM5
DB01151,P08908,binder,HTR1A
DB01151,P28335,binder,HTR2C
DB01151,P14416,binder,DRD2
DB01151,P08913,binder,ADRA2A
DB01151,P10635,substrate,CYP2D6
DB01151,P10635,inhibitor,CYP2D6
DB01151,P05177,product of,CYP1A2
DB01151,P08684,inhibitor,CYP3A4
DB01151,P20813,inhibitor,CYP2B6
DB01151,P05181,inhibitor,CYP2E1
DB01153,P10613,inhibitor,ERG11
DB01154,Q99928,modulator,GABRG3
DB01154,Q15842,inhibitor,KCNJ8
DB01154,Q14654,inhibitor,KCNJ11
DB01154,P14867,agonist,GABRA1
DB01154,P11712,substrate,CYP2C9
DB01154,P08684,substrate,CYP3A4
DB01154,P08684,inducer,CYP3A4
DB01154,P05181,substrate,CYP2E1
DB01155,P43700,inhibitor,gyrA
DB01155,P0A0K8,modulator,gyrB
DB01155,P20831,modulator,gyrA
DB01155,P43702,inhibitor,parC
DB01155,P05177,inhibitor,CYP1A2
DB01156,Q01959,inhibitor,SLC6A3
DB01156,P31645,inhibitor,SLC6A4
DB01156,P23975,inhibitor,SLC6A2
DB01156,P32297,antagonist,CHRNA3
DB01156,P46098,negative modulator,HTR3A
DB01156,P11712,substrate,CYP2C9
DB01156,P05181,substrate,CYP2E1
DB01156,P20813,substrate,CYP2B6
DB01156,P10635,inhibitor,CYP2D6
DB01157,Q9HBH1,inhibitor,PDF
DB01157,P00374,inhibitor,DHFR
DB01158,P05023,inhibitor,ATP1A1
DB01158,P08588,antagonist,ADRB1
DB01159,O14649,binder,KCNK3
DB01159,Q9NPC2,binder,KCNK9
DB01159,P14867,positive allosteric modulator,GABRA1
DB01159,P20020,inhibitor,ATP2B1
DB01159,Q12791,inhibitor,KCNMA1
DB01159,Q8TCU5,antagonist,GRIN3A
DB01159,O60391,antagonist,GRIN3B
DB01159,Q12879,antagonist,GRIN2A
DB01159,P23415,allosteric modulator,GLRA1
DB01159,P08100,other,RHO
DB01159,P48051,inhibitor,KCNJ6
DB01159,P48549,inhibitor,KCNJ3
DB01159,P03886,inhibitor,MT-ND1
DB01159,O15554,inhibitor,KCNN4
DB01159,P14867,other/unknown,GABRA1
DB01159,P59768,other/unknown,GNG2
DB01159,Q6W5P4,other/unknown,NPSR1
DB01159,P05181,substrate,CYP2E1
DB01159,P08684,substrate,CYP3A4
DB01159,P11509,substrate,CYP2A6
DB01159,P20813,substrate,CYP2B6
DB01159,P11712,substrate,CYP2C9
DB01160,P43088,agonist,PTGFR
DB01160,P43119,antagonist,PTGIR
DB01161,P05023,blocker,ATP1A1
DB01161,P35498,inhibitor,SCN1A
DB01161,Q01959,inhibitor,SLC6A3
DB01161,P06276,substrate,BCHE
DB01162,P35348,antagonist,ADRA1A
DB01162,P35368,antagonist,ADRA1B
DB01162,P25100,antagonist,ADRA1D
DB01162,P01137,inducer,TGFB1
DB01162,Q12809,inhibitor,KCNH2
DB01162,Q9H252,inhibitor,KCNH6
DB01162,Q9NS40,inhibitor,KCNH7
DB01165,P43700,inhibitor,gyrA
DB01165,P0A0K8,modulator,gyrB
DB01165,P20831,modulator,gyrA
DB01165,P43702,inhibitor,parC
DB01165,P11388,inhibitor,TOP2A
DB01165,P05177,inhibitor,CYP1A2
DB01166,Q14432,inhibitor,PDE3A
DB01166,P05177,substrate,CYP1A2
DB01166,P10635,substrate,CYP2D6
DB01166,P33261,substrate,CYP2C19
DB01166,P08684,substrate,CYP3A4
DB01166,P20815,substrate,CYP3A5
DB01166,P24462,substrate,CYP3A7
DB01167,P14263,inhibitor,ERG11
DB01167,P10613,modulator,ERG11
DB01167,P08684,substrate,CYP3A4
DB01167,P08684,inhibitor,CYP3A4
DB01167,P20815,inhibitor,CYP3A5
DB01167,P24462,inhibitor,CYP3A7
DB01167,P08684,inhibitor,CYP3A4
DB01167,P20813,inhibitor,CYP2B6
DB01167,P04798,inducer,CYP1A1
DB01167,P05181,inhibitor,CYP2E1
DB01168,P21397,inhibitor,MAOA
DB01168,P47989,substrate,XDH
DB01169,O14920,inducer,IKBKB
DB01169,Q16881,inhibitor,TXNRD1
DB01169,P05412,inducer,JUN
DB01169,P24385,antagonist,CCND1
DB01169,P27361,inducer,MAPK3
DB01169,P28482,inducer,MAPK1
DB01169,P31749,inducer,AKT1
DB01169,P08684,inhibitor,CYP3A4
DB01170,P23975,inducer,SLC6A2
DB01171,P21397,antagonist,MAOA
DB01171,P21397,inhibitor,MAOA
DB01171,P21397,antagonist,MAOA
DB01171,P27338,antagonist,MAOB
DB01171,P11712,substrate,CYP2C9
DB01171,P33261,substrate,CYP2C19
DB01171,P33261,inhibitor,CYP2C19
DB01171,P10635,substrate,CYP2D6
DB01171,P10635,inhibitor,CYP2D6
DB01171,P21397,inhibitor,MAOA
DB01171,P27338,inhibitor,MAOB
DB01172,P0A7S3,inhibitor,rpsL
DB01172,P9WQG9,substrate,aac
DB01172,P05057,substrate,knt
DB01172,P00551,substrate,aphA1
DB01173,O15399,antagonist,GRIN2D
DB01173,Q05586,antagonist,GRIN1
DB01173,O60391,antagonist,GRIN3B
DB01173,Q8TCU5,antagonist,GRIN3A
DB01173,P35367,antagonist,HRH1
DB01173,P23975,inhibitor,SLC6A2
DB01173,Q9Y5Y9,inhibitor,SCN10A
DB01173,P20813,inhibitor,CYP2B6
DB01173,P08684,substrate,CYP3A4
DB01173,P08684,inhibitor,CYP3A4
DB01173,P05181,inhibitor,CYP2E1
DB01173,P05177,inhibitor,CYP1A2
DB01173,P10635,inhibitor,CYP2D6
DB01174,P14867,potentiator,GABRA1
DB01174,P43681,antagonist,CHRNA4
DB01174,P36544,antagonist,CHRNA7
DB01174,P42262,antagonist,GRIA2
DB01174,Q13002,antagonist,GRIK2
DB01174,Q05586,antagonist,GRIN1
DB01174,O75469,activator,NR1I2
DB01174,P33261,substrate,CYP2C19
DB01174,P33261,inducer,CYP2C19
DB01174,P11712,substrate,CYP2C9
DB01174,P11712,inducer,CYP2C9
DB01174,P05181,substrate,CYP2E1
DB01174,P05181,inducer,CYP2E1
DB01174,P20813,inducer,CYP2B6
DB01174,P10632,inducer,CYP2C8
DB01174,P08684,inducer,CYP3A4
DB01174,P05177,inducer,CYP1A2
DB01174,P20815,inducer,CYP3A5
DB01174,P04798,inducer,CYP1A1
DB01174,P33260,substrate,CYP2C18
DB01174,P24462,inducer,CYP3A7
DB01174,P13584,inducer,CYP4B1
DB01174,P22309,inducer,UGT1A1
DB01174,P16662,inducer,UGT2B7
DB01174,P11509,inducer,CYP2A6
DB01175,P31645,inhibitor,SLC6A4
DB01175,P11229,inhibitor,CHRM1
DB01175,P35367,inhibitor,HRH1
DB01175,P08908,inhibitor,HTR1A
DB01175,P28223,inhibitor,HTR2A
DB01175,P35348,inhibitor,ADRA1A
DB01175,P28335,inhibitor,HTR2C
DB01175,P08913,inhibitor,ADRA2A
DB01175,P14416,inhibitor,DRD2
DB01175,P23975,inhibitor,SLC6A2
DB01175,Q01959,inhibitor,SLC6A3
DB01175,P08684,substrate,CYP3A4
DB01175,P10635,substrate,CYP2D6
DB01175,P10635,inhibitor,CYP2D6
DB01175,P33261,substrate,CYP2C19
DB01175,P21397,substrate,MAOA
DB01175,P27338,substrate,MAOB
DB01175,Q06278,substrate,AOX1
DB01176,P35367,antagonist,HRH1
DB01176,P49888,inhibitor,SULT1E1
DB01176,P11712,inhibitor,CYP2C9
DB01177,Q02880,modulator,TOP2B
DB01177,P11388,inhibitor,TOP2A
DB01177,P11712,substrate,CYP2C9
DB01177,P10635,substrate,CYP2D6
DB01178,P30536,agonist,TSPO
DB01179,Q02880,modulator,TOP2B
DB01179,P68366,inhibitor,TUBA4A
DB01179,P07437,inhibitor,TUBB
DB01179,P11388,inhibitor,TOP2A
DB01180,P12821,inhibitor,ACE
DB01181,P20813,substrate,CYP2B6
DB01181,P08684,substrate,CYP3A4
DB01181,P08684,inhibitor,CYP3A4
DB01181,P08684,inducer,CYP3A4
DB01181,P20815,substrate,CYP3A5
DB01181,P33261,substrate,CYP2C19
DB01181,P11712,substrate,CYP2C9
DB01181,P10632,substrate,CYP2C8
DB01181,P10632,inducer,CYP2C8
DB01181,P11509,substrate,CYP2A6
DB01181,P33260,substrate,CYP2C18
DB01181,P23219,substrate,PTGS1
DB01182,Q14524,inhibitor,SCN5A
DB01182,Q12809,inhibitor,KCNH2
DB01182,P08588,antagonist,ADRB1
DB01182,P07550,antagonist,ADRB2
DB01182,P10635,substrate,CYP2D6
DB01182,P10635,inhibitor,CYP2D6
DB01182,P08684,substrate,CYP3A4
DB01182,P05177,substrate,CYP1A2
DB01182,P05177,inhibitor,CYP1A2
DB01183,P35372,antagonist,OPRM1
DB01183,P41143,antagonist,OPRD1
DB01183,P41145,antagonist,OPRK1
DB01183,P16220,other/unknown,CREB1
DB01183,P03372,antagonist,ESR1
DB01183,P03372,other/unknown,ESR1
DB01183,O00206,inhibitor,TLR4
DB01183,P23141,binder,CES1
DB01183,P08684,substrate,CYP3A4
DB01183,P08684,inhibitor,CYP3A4
DB01183,P22309,substrate,UGT1A1
DB01183,P33260,substrate,CYP2C18
DB01183,P33261,substrate,CYP2C19
DB01184,P35462,antagonist,DRD3
DB01184,P14416,antagonist,DRD2
DB01184,P05177,substrate,CYP1A2
DB01184,P20813,substrate,CYP2B6
DB01184,P10632,substrate,CYP2C8
DB01184,P10635,substrate,CYP2D6
DB01184,P08684,substrate,CYP3A4
DB01184,P20815,substrate,CYP3A5
DB01184,P24462,substrate,CYP3A7
DB01185,P10275,agonist,AR
DB01185,P03372,antagonist,ESR1
DB01185,P04150,antagonist,NR3C1
DB01185,P80365,inhibitor,HSD11B2
DB01186,P14416,agonist,DRD2
DB01186,P35462,agonist,DRD3
DB01186,P21917,agonist,DRD4
DB01186,P21918,agonist,DRD5
DB01186,P21728,agonist,DRD1
DB01186,P08908,agonist,HTR1A
DB01186,P41595,agonist,HTR2B
DB01186,P28223,agonist,HTR2A
DB01186,P28221,agonist,HTR1D
DB01186,P08913,agonist,ADRA2A
DB01186,P28222,agonist,HTR1B
DB01186,P28335,agonist,HTR2C
DB01186,P35348,agonist,ADRA1A
DB01186,P35368,agonist,ADRA1B
DB01186,P25100,agonist,ADRA1D
DB01186,P08684,inhibitor,CYP3A4
DB01188,P05023,binder,ATP1A1
DB01189,P14867,positive allosteric modulator,GABRA1
DB01189,P23415,agonist,GLRA1
DB01189,P42261,antagonist,GRIA1
DB01189,Q09470,inducer,KCNA1
DB01189,P03886,inhibitor,MT-ND1
DB01189,P98194,inhibitor,ATP2C1
DB01189,P30049,other/unknown,ATP5F1D
DB01189,P05181,substrate,CYP2E1
DB01190,Q2G0P0,inhibitor,rplA
DB01190,P20815,substrate,CYP3A5
DB01190,P08684,substrate,CYP3A4
DB01190,P08684,inhibitor,CYP3A4
DB01191,P31645,inhibitor,SLC6A4
DB01191,P28335,agonist,HTR2C
DB01191,P05177,substrate,CYP1A2
DB01191,P05181,inhibitor,CYP2E1
DB01191,P10635,substrate,CYP2D6
DB01191,P10635,inhibitor,CYP2D6
DB01192,P35372,agonist,OPRM1
DB01192,P41143,antagonist,OPRD1
DB01192,P08684,substrate,CYP3A4
DB01192,P10635,substrate,CYP2D6
DB01193,P08588,partial agonist,ADRB1
DB01193,P07550,partial agonist,ADRB2
DB01193,P10635,substrate,CYP2D6
DB01193,P10635,inhibitor,CYP2D6
DB01194,P00918,inhibitor,CA2
DB01194,P00915,inhibitor,CA1
DB01194,P22748,inhibitor,CA4
DB01194,P35218,inhibitor,CA5A
DB01194,P07451,inhibitor,CA3
DB01194,P08684,substrate,CYP3A4
DB01194,P11509,substrate,CYP2A6
DB01194,P20813,substrate,CYP2B6
DB01194,P10632,substrate,CYP2C8
DB01194,P11712,substrate,CYP2C9
DB01195,P35499,inhibitor,SCN4A
DB01195,Q14524,inhibitor,SCN5A
DB01195,Q12809,inhibitor,KCNH2
DB01195,Q92736,inhibitor,RYR2
DB01195,P10635,substrate,CYP2D6
DB01195,P10635,inhibitor,CYP2D6
DB01195,P05177,substrate,CYP1A2
DB01195,P11712,inhibitor,CYP2C9
DB01196,Q92731,other/unknown,ESR2
DB01196,P03372,agonist,ESR1
DB01196,P11137,antagonist,MAP2
DB01196,P78559,antagonist,MAP1A
DB01196,P08684,substrate,CYP3A4
DB01197,P12821,inhibitor,ACE
DB01197,P08253,inhibitor,MMP2
DB01197,P14780,inhibitor,MMP9
DB01197,P09960,inhibitor,LTA4H
DB01198,P14867,potentiator,GABRA1
DB01198,P47869,potentiator,GABRA2
DB01198,P34903,potentiator,GABRA3
DB01198,P31644,potentiator,GABRA5
DB01198,P30536,agonist,TSPO
DB01198,P08684,substrate,CYP3A4
DB01198,P10632,substrate,CYP2C8
DB01198,P11712,substrate,CYP2C9
DB01198,P23219,substrate,PTGS1
DB01199,Q15822,antagonist,CHRNA2
DB01199,P46098,antagonist,HTR3A
DB01199,P22303,inhibitor,ACHE
DB01199,P06276,substrate,BCHE
DB01200,P14416,agonist,DRD2
DB01200,P35462,agonist,DRD3
DB01200,P28221,agonist,HTR1D
DB01200,P08913,agonist,ADRA2A
DB01200,P08908,agonist,HTR1A
DB01200,P18825,agonist,ADRA2C
DB01200,P18089,agonist,ADRA2B
DB01200,P41595,agonist,HTR2B
DB01200,P21917,antagonist,DRD4
DB01200,P28223,agonist,HTR2A
DB01200,P28222,agonist,HTR1B
DB01200,P28335,agonist,HTR2C
DB01200,P21918,agonist,DRD5
DB01200,P21728,agonist,DRD1
DB01200,P35348,antagonist,ADRA1A
DB01200,P35348,agonist,ADRA1A
DB01200,P35368,antagonist,ADRA1B
DB01200,P35368,agonist,ADRA1B
DB01200,P25100,agonist,ADRA1D
DB01200,P34969,antagonist,HTR7
DB01200,P08684,substrate,CYP3A4
DB01200,P08684,inhibitor,CYP3A4
DB01201,P9WGY7,inhibitor,rpoC
DB01201,P33261,inducer,CYP2C19
DB01201,P20813,inducer,CYP2B6
DB01201,P08684,inducer,CYP3A4
DB01201,P10632,inducer,CYP2C8
DB01201,P11712,inducer,CYP2C9
DB01201,P08684,substrate,CYP3A4
DB01201,P08684,inducer,CYP3A4
DB01202,P46098,antagonist,HTR3A
DB01202,Q00975,inhibitor,CACNA1B
DB01202,Q7L0J3,agonist,SV2A
DB01203,P08588,antagonist,ADRB1
DB01203,P07550,antagonist,ADRB2
DB01204,Q02880,modulator,TOP2B
DB01204,P11388,inhibitor,TOP2A
DB01204,Q16678,inhibitor,CYP1B1
DB01204,P08684,inhibitor,CYP3A4
DB01204,P05181,substrate,CYP2E1
DB01204,P05181,inducer,CYP2E1
DB01205,P30536,antagonist,TSPO
DB01205,P18507,antagonist,GABRG2
DB01205,P47869,allosteric modulator,GABRA2
DB01205,Q99928,allosteric modulator,GABRG3
DB01205,P34903,allosteric modulator,GABRA3
DB01205,P31644,antagonist,GABRA5
DB01205,P14867,positive allosteric modulator,GABRA1
DB01205,P14867,antagonist,GABRA1
DB01206,Q9H169,antagonist,STMN4
DB01206,P10635,inhibitor,CYP2D6
DB01206,P08684,inhibitor,CYP3A4
DB01207,P24557,inhibitor,TBXAS1
DB01207,P21731,antagonist,TBXA2R
DB01208,P20831,modulator,gyrA
DB01208,P0A0K8,modulator,gyrB
DB01208,P43700,inhibitor,gyrA
DB01208,P43702,inhibitor,parC
DB01208,P11388,inhibitor,TOP2A
DB01208,P05177,inhibitor,CYP1A2
DB01209,P35372,agonist,OPRM1
DB01209,P41145,antagonist,OPRK1
DB01210,P08588,antagonist,ADRB1
DB01210,P07550,antagonist,ADRB2
DB01210,P10635,substrate,CYP2D6
DB01211,P0A7J6,inhibitor,rplJ
DB01211,P08684,substrate,CYP3A4
DB01211,P08684,inhibitor,CYP3A4
DB01211,P20815,substrate,CYP3A5
DB01211,P20815,inhibitor,CYP3A5
DB01212,P0A3M6,inhibitor,penA
DB01212,P15104,inducer,GLUL
DB01213,P07327,inhibitor,ADH1A
DB01213,P00325,inhibitor,ADH1B
DB01213,P00326,inhibitor,ADH1C
DB01213,P04040,inhibitor,CAT
DB01213,P11509,inhibitor,CYP2A6
DB01213,P05181,substrate,CYP2E1
DB01213,P05181,inhibitor,CYP2E1
DB01213,P05181,inducer,CYP2E1
DB01214,P08588,antagonist,ADRB1
DB01214,P07550,antagonist,ADRB2
DB01214,P10635,substrate,CYP2D6
DB01215,P14867,positive allosteric modulator,GABRA1
DB01215,P30536,agonist,TSPO
DB01215,P14867,ligand,GABRA1
DB01215,P08684,substrate,CYP3A4
DB01216,P31213,inhibitor,SRD5A2
DB01216,Q9H8P0,inhibitor,SRD5A3
DB01216,P18405,inhibitor,SRD5A1
DB01216,P51857,inhibitor,AKR1D1
DB01216,P08684,substrate,CYP3A4
DB01216,P20815,substrate,CYP3A5
DB01216,P24462,substrate,CYP3A7
DB01217,P11511,inhibitor,CYP19A1
